id,srno,application_name,customer_initiated_transactions_volume_mn,customer_initiated_transactions_value_cr,b_2_c_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_b_transactions_value_cr,onus_transactions_volume_mn,onus_transactions_value_cr,total_volume_mn,total_value_cr,created_at,updated_at,published_at,created_by_id,updated_by_id,product_name,tab_name,year,month,upi_application_name,upi_volume_mn,upi_value_cr,locale
3737,8,FamApp by Trio #,50.78,641.36,-,-,-,-,-,-,50.78,641.36,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.207Z,,,,UPI,upi-apps,2024,Jun,,,,en
3738,9,Kotak Mahindra Bank Apps,42.65,6073.08,-,-,-,-,-,-,42.65,6073.08,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.288Z,,,,UPI,upi-apps,2024,Jun,,,,en
3739,10,WhatsApp #,37.18,2923.79,-,-,-,-,-,-,37.18,2923.79,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.369Z,,,,UPI,upi-apps,2024,Jun,,,,en
3740,11,Navi #,35.72,1769.66,-,-,-,-,-,-,35.72,1769.66,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.450Z,,,,UPI,upi-apps,2024,Jun,,,,en
3741,12,HDFC Bank Apps,34.57,8166.94,0.03,0.08,-,0.27,-,-,34.60,8167.30,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.531Z,,,,UPI,upi-apps,2024,Jun,,,,en
3742,13,BHIM,22.72,7965.69,-,-,-,-,-,-,22.72,7965.69,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.611Z,,,,UPI,upi-apps,2024,Jun,,,,en
3743,14,Yes Bank Apps,22.28,9285.69,-,-,0.27,31.36,-,-,22.55,9317.05,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.691Z,,,,UPI,upi-apps,2024,Jun,,,,en
3744,15,Airtel Payments Bank Apps,15.76,1191.68,-,-,-,0.39,-,-,15.76,1192.07,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.774Z,,,,UPI,upi-apps,2024,Jun,,,,en
3745,16,Mobikwik #,11.59,2564.79,-,-,-,-,-,-,11.59,2564.79,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.852Z,,,,UPI,upi-apps,2024,Jun,,,,en
3746,17,Groww #,11.26,9094.72,-,-,-,-,-,-,11.26,9094.72,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.933Z,,,,UPI,upi-apps,2024,Jun,,,,en
3747,18,Bajaj Finserv #,8.23,1852.43,-,-,-,-,-,-,8.23,1852.43,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.014Z,,,,UPI,upi-apps,2024,Jun,,,,en
3748,19,Slice #,7.86,634.47,-,-,-,-,-,-,7.86,634.47,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.095Z,,,,UPI,upi-apps,2024,Jun,,,,en
3749,20,IDFC Bank Apps,7.33,1654.91,-,-,-,-,-,-,7.33,1654.91,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.176Z,,,,UPI,upi-apps,2024,Jun,,,,en
3750,21,State Bank of India Apps,7.22,2426.08,-,-,-,-,-,-,7.22,2426.08,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.259Z,,,,UPI,upi-apps,2024,Jun,,,,en
3751,22,Samsung Pay #,6.38,542.12,-,-,-,-,-,-,6.38,542.12,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.340Z,,,,UPI,upi-apps,2024,Jun,,,,en
3752,23,India Post Payments Bank Apps,6.01,732.10,-,-,-,-,-,-,6.01,732.10,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.421Z,,,,UPI,upi-apps,2024,Jun,,,,en
3753,24,Flipkart UPI #,5.97,337.24,-,-,-,-,-,-,5.97,337.24,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.502Z,,,,UPI,upi-apps,2024,Jun,,,,en
3754,25,Federal Bank Apps,5.67,790.57,-,-,-,-,-,-,5.67,790.57,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.584Z,,,,UPI,upi-apps,2024,Jun,,,,en
3755,26,Jupiter Money #,5.63,750.68,-,-,-,-,-,-,5.63,750.68,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.668Z,,,,UPI,upi-apps,2024,Jun,,,,en
3756,27,Canara Bank Apps,2.88,793.85,-,-,-,-,-,-,2.88,793.85,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.749Z,,,,UPI,upi-apps,2024,Jun,,,,en
3757,28,Jio Payments Bank Apps,2.33,186.62,-,-,-,-,-,-,2.33,186.62,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.829Z,,,,UPI,upi-apps,2024,Jun,,,,en
3758,29,Deutsche Bank Apps,2.25,334.10,-,-,-,0.03,-,-,2.25,334.12,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.911Z,,,,UPI,upi-apps,2024,Jun,,,,en
3759,30,Timepay #,1.82,20.11,-,-,-,0.09,-,-,1.82,20.20,2025-01-09T15:03:03.442Z,2025-04-29T11:01:24.992Z,,,,UPI,upi-apps,2024,Jun,,,,en
3760,31,Punjab National Bank Apps,1.80,472.48,-,-,-,-,-,-,1.80,472.48,2025-01-09T15:03:03.442Z,2025-04-29T11:01:25.074Z,,,,UPI,upi-apps,2024,Jun,,,,en
3761,32,RBL Bank Apps,1.66,733.04,-,0.01,0.09,52.02,-,-,1.75,785.07,2025-01-09T15:03:03.442Z,2025-04-29T11:01:25.155Z,,,,UPI,upi-apps,2024,Jun,,,,en
3762,33,Indian Bank Apps,1.73,330.29,-,-,-,0.18,-,-,1.73,330.47,2025-01-09T15:03:03.442Z,2025-04-29T11:01:25.236Z,,,,UPI,upi-apps,2024,Jun,,,,en
3763,34,OmniCard #,1.28,53.41,-,-,-,-,-,-,1.28,53.41,2025-01-09T15:03:03.442Z,2025-04-29T11:01:25.318Z,,,,UPI,upi-apps,2024,Jun,,,,en
3764,35,Union Bank Apps,1.06,461.02,-,-,-,-,-,-,1.06,461.02,2025-01-09T15:03:03.442Z,2025-04-29T11:01:25.400Z,,,,UPI,upi-apps,2024,Jun,,,,en
3765,36,Bank of Baroda Apps,1.03,450.62,-,-,-,-,-,-,1.03,450.62,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.482Z,,,,UPI,upi-apps,2024,Jun,,,,en
3766,37,Central Bank of India Apps,0.83,188.63,-,-,-,-,-,-,0.83,188.63,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.560Z,,,,UPI,upi-apps,2024,Jun,,,,en
3767,38,AU Small Finance Bank Apps,0.76,227.63,-,-,-,-,-,-,0.76,227.63,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.639Z,,,,UPI,upi-apps,2024,Jun,,,,en
3768,39,Jammu and Kashmir Bank Apps,0.75,97.58,-,-,-,-,-,-,0.75,97.58,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.720Z,,,,UPI,upi-apps,2024,Jun,,,,en
3769,40,DBS Digibank Apps,0.49,198.19,-,-,-,0.49,-,-,0.50,198.68,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.800Z,,,,UPI,upi-apps,2024,Jun,,,,en
3770,41,South Indian Bank Apps,0.49,144.78,-,-,-,-,-,-,0.49,144.78,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.880Z,,,,UPI,upi-apps,2024,Jun,,,,en
3771,42,IndusInd Bank Apps,0.42,115.96,-,-,0.01,1.90,-,-,0.43,117.86,2025-01-09T15:03:03.443Z,2025-04-29T11:01:25.959Z,,,,UPI,upi-apps,2024,Jun,,,,en
3772,43,Fino Payments bank Apps,0.41,55.79,-,-,-,-,-,-,0.41,55.79,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.040Z,,,,UPI,upi-apps,2024,Jun,,,,en
3773,44,HSBC Bank Apps,0.40,148.04,-,0.05,-,-,-,-,0.40,148.09,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.122Z,,,,UPI,upi-apps,2024,Jun,,,,en
3774,45,Shriram One #,0.28,37.04,-,-,-,-,-,-,0.28,37.04,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.203Z,,,,UPI,upi-apps,2024,Jun,,,,en
3775,46,UCO Bank Apps,0.22,67.40,-,-,-,-,-,-,0.22,67.40,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.284Z,,,,UPI,upi-apps,2024,Jun,,,,en
3776,47,Digikhata #,0.19,63.31,-,-,-,-,-,-,0.19,63.31,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.367Z,,,,UPI,upi-apps,2024,Jun,,,,en
3777,48,Karnataka Bank Apps,0.18,33.54,-,-,-,-,-,-,0.18,33.55,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.448Z,,,,UPI,upi-apps,2024,Jun,,,,en
3778,49,Standard Chartered Bank Apps,0.17,117.31,-,-,-,0.05,-,-,0.17,117.35,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.528Z,,,,UPI,upi-apps,2024,Jun,,,,en
3779,50,TataNeu #,0.16,23.31,-,-,-,-,-,-,0.16,23.31,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.611Z,,,,UPI,upi-apps,2024,Jun,,,,en
3780,51,Kiwi #,0.15,31.43,-,-,-,-,-,-,0.15,31.43,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.692Z,,,,UPI,upi-apps,2024,Jun,,,,en
3781,52,Suryoday,0.14,0.02,-,-,-,-,-,-,0.14,0.02,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.773Z,,,,UPI,upi-apps,2024,Jun,,,,en
3782,53,Indian Overseas Bank Apps,0.13,37.62,-,-,-,-,-,-,0.13,37.62,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.853Z,,,,UPI,upi-apps,2024,Jun,,,,en
3783,54,super.money #,0.13,5.04,-,-,-,-,-,-,0.13,5.04,2025-01-09T15:03:03.443Z,2025-04-29T11:01:26.937Z,,,,UPI,upi-apps,2024,Jun,,,,en
3784,55,Dhani,0.11,13.84,-,-,-,-,-,-,0.11,13.84,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.019Z,,,,UPI,upi-apps,2024,Jun,,,,en
3785,56,Bank of India Apps,0.10,38.05,-,-,-,-,-,-,0.10,38.05,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.103Z,,,,UPI,upi-apps,2024,Jun,,,,en
3786,57,Ultracash #,0.09,6.51,-,-,-,-,-,-,0.09,6.51,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.186Z,,,,UPI,upi-apps,2024,Jun,,,,en
3787,58,Tamilnad Mercantile Bank Apps,0.08,26.21,-,-,-,-,-,-,0.08,26.21,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.267Z,,,,UPI,upi-apps,2024,Jun,,,,en
3788,59,City Union Bank Apps,0.08,28.66,-,-,-,-,-,-,0.08,28.66,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.347Z,,,,UPI,upi-apps,2024,Jun,,,,en
3789,60,POP UPI,0.07,4.87,-,-,-,-,-,-,0.07,4.87,2025-01-09T15:03:03.443Z,2026-02-26T10:12:51.586Z,,,1.0,UPI,upi-apps,2024,Jun,,,,en
3790,61,Citi Bank Apps,0.06,70.21,-,-,-,0.30,-,-,0.07,70.51,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.507Z,,,,UPI,upi-apps,2024,Jun,,,,en
3791,62,Aditya Birla Capital Digital #,0.07,3.45,-,-,-,-,-,-,0.07,3.45,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.587Z,,,,UPI,upi-apps,2024,Jun,,,,en
3792,63,IDBI Bank Apps,0.07,27.06,-,-,-,-,-,-,0.07,27.06,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.669Z,,,,UPI,upi-apps,2024,Jun,,,,en
3793,64,NSDL Payments Bank Apps,0.06,10.09,-,-,-,-,-,-,0.06,10.09,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.749Z,,,,UPI,upi-apps,2024,Jun,,,,en
3794,65,Bank of Maharashtra Apps,0.05,11.11,-,-,-,-,-,-,0.05,11.11,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.828Z,,,,UPI,upi-apps,2024,Jun,,,,en
3795,66,Karur Vysya Bank Apps,0.05,18.73,-,-,-,-,-,-,0.05,18.73,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.908Z,,,,UPI,upi-apps,2024,Jun,,,,en
3796,67,Niyo Global #,0.05,24.78,-,-,-,-,-,-,0.05,24.78,2025-01-09T15:03:03.443Z,2025-04-29T11:01:27.992Z,,,,UPI,upi-apps,2024,Jun,,,,en
3797,68,Equitas Small Finance Bank Apps,0.04,26.25,-,-,-,-,-,-,0.04,26.25,2025-01-09T15:03:03.443Z,2025-04-29T11:01:28.073Z,,,,UPI,upi-apps,2024,Jun,,,,en
3798,69,Punjab Sind Bank Apps,0.03,12.38,-,-,-,-,-,-,0.03,12.38,2025-01-09T15:03:03.443Z,2025-04-29T11:01:28.151Z,,,,UPI,upi-apps,2024,Jun,,,,en
3799,70,Other Apps,1.41,180.43,-,-,0.13,3.67,-,-,1.54,184.11,2025-01-09T15:03:03.443Z,2025-04-29T11:01:28.232Z,,,,UPI,upi-apps,2024,Jun,,,,en
899,1,PhonePe,6983.97,1028799.39,-,-,-,-,-,-,6983.97,1028799.39,2025-01-06T19:34:53.002Z,2025-04-29T10:58:34.904Z,,,,UPI,upi-apps,2024,Jul,,,,en
900,2,Google Pay #,5341.23,735159.20,-,-,-,-,-,-,5341.23,735159.20,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.016Z,,,,UPI,upi-apps,2024,Jul,,,,en
901,3,Paytm,1128.97,123467.32,-,-,-,-,-,-,1128.97,123467.33,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.099Z,,,,UPI,upi-apps,2024,Jul,,,,en
902,4,Cred #,142.56,48998.89,-,-,-,-,-,-,142.56,48998.89,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.179Z,,,,UPI,upi-apps,2024,Jul,,,,en
903,5,Axis Bank Apps,15.45,3943.51,93.11,2389.15,0.01,2.40,-,-,108.57,6335.06,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.261Z,,,,UPI,upi-apps,2024,Jul,,,,en
904,6,Amazon Pay #,72.41,7995.92,-,-,-,-,-,-,72.41,7995.92,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.345Z,,,,UPI,upi-apps,2024,Jul,,,,en
905,7,Navi #,68.47,3574.61,-,-,-,-,-,-,68.47,3574.61,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.429Z,,,,UPI,upi-apps,2024,Jul,,,,en
906,8,ICICI Bank Apps,42.13,17883.79,3.46,405.17,7.32,10240.43,-,-,52.91,28529.39,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.510Z,,,,UPI,upi-apps,2024,Jul,,,,en
907,9,Fampay by Trio #,52.04,639.44,-,-,-,-,-,-,52.04,639.44,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.591Z,,,,UPI,upi-apps,2024,Jul,,,,en
908,10,Kotak Mahindra Bank Apps,44.80,6488.28,-,-,-,-,-,-,44.80,6488.28,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.671Z,,,,UPI,upi-apps,2024,Jul,,,,en
909,11,WhatsApp #,41.39,3215.18,-,-,-,-,-,-,41.39,3215.18,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.758Z,,,,UPI,upi-apps,2024,Jul,,,,en
910,12,HDFC Bank Apps,35.25,8747.15,0.02,0.07,-,0.28,-,-,35.28,8747.50,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.841Z,,,,UPI,upi-apps,2024,Jul,,,,en
911,13,BHIM,24.64,8756.73,-,-,-,-,-,-,24.64,8756.73,2025-01-06T19:34:53.002Z,2025-04-29T10:58:35.925Z,,,,UPI,upi-apps,2024,Jul,,,,en
912,14,Yes Bank Apps,23.81,9556.22,-,-,0.27,26.99,-,-,24.08,9583.20,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.009Z,,,,UPI,upi-apps,2024,Jul,,,,en
913,15,Airtel Payments Bank Apps,16.63,1210.03,-,-,0.85,0.29,-,-,17.48,1210.32,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.093Z,,,,UPI,upi-apps,2024,Jul,,,,en
914,16,Groww #,15.18,12129.34,-,-,-,-,-,-,15.18,12129.34,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.173Z,,,,UPI,upi-apps,2024,Jul,,,,en
915,17,Bajaj Finserv #,9.90,2309.58,-,-,-,-,-,-,9.90,2309.58,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.253Z,,,,UPI,upi-apps,2024,Jul,,,,en
916,18,Slice #,9.41,708.27,-,-,-,-,-,-,9.41,708.27,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.338Z,,,,UPI,upi-apps,2024,Jul,,,,en
917,19,Mobikwik #,9.11,2431.73,-,-,-,-,-,-,9.11,2431.73,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.425Z,,,,UPI,upi-apps,2024,Jul,,,,en
918,20,State Bank of India Apps,8.06,2691.74,-,-,-,-,-,-,8.06,2691.74,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.511Z,,,,UPI,upi-apps,2024,Jul,,,,en
919,21,IDFC Bank Apps,7.63,1725.98,-,-,-,-,-,-,7.63,1725.98,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.594Z,,,,UPI,upi-apps,2024,Jul,,,,en
920,22,Flipkart UPI #,7.12,422.36,-,-,-,-,-,-,7.12,422.36,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.674Z,,,,UPI,upi-apps,2024,Jul,,,,en
921,23,Samsung Pay #,6.60,558.51,-,-,-,-,-,-,6.60,558.51,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.758Z,,,,UPI,upi-apps,2024,Jul,,,,en
922,24,India Post Payments Bank Apps,6.43,826.31,-,-,-,-,-,-,6.43,826.31,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.841Z,,,,UPI,upi-apps,2024,Jul,,,,en
923,25,Federal Bank Apps,5.95,848.66,-,-,-,-,-,-,5.95,848.66,2025-01-06T19:34:53.002Z,2025-04-29T10:58:36.922Z,,,,UPI,upi-apps,2024,Jul,,,,en
924,26,Jupiter Money #,5.76,781.04,-,-,-,-,-,-,5.76,781.04,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.003Z,,,,UPI,upi-apps,2024,Jul,,,,en
925,27,Canara Bank Apps,3.04,834.74,-,-,-,-,-,-,3.04,834.74,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.082Z,,,,UPI,upi-apps,2024,Jul,,,,en
926,28,Federal Bank Apps,2.68,460.69,-,-,-,-,-,-,2.68,460.69,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.163Z,,,,UPI,upi-apps,2024,Jul,,,,en
927,29,Jio Payments Bank Apps,2.53,199.65,-,-,-,-,-,-,2.53,199.65,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.241Z,,,,UPI,upi-apps,2024,Jul,,,,en
928,30,super.money #,2.50,75.70,-,-,-,-,-,-,2.50,75.70,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.321Z,,,,UPI,upi-apps,2024,Jul,,,,en
929,31,Deutsche Bank Apps,2.43,344.47,-,-,-,0.06,-,-,2.44,344.53,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.401Z,,,,UPI,upi-apps,2024,Jul,,,,en
930,32,Timepay #,2.16,20.43,-,-,-,0.08,-,-,2.16,20.52,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.487Z,,,,UPI,upi-apps,2024,Jul,,,,en
931,33,Punjab National Bank Apps,2.15,563.99,-,-,-,-,-,-,2.15,563.99,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.568Z,,,,UPI,upi-apps,2024,Jul,,,,en
932,34,Indian Bank Apps,1.95,342.38,-,-,-,2.45,-,-,1.95,344.83,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.650Z,,,,UPI,upi-apps,2024,Jul,,,,en
933,35,RBL Bank Apps,1.41,336.63,-,-,0.05,18.14,-,-,1.46,354.77,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.731Z,,,,UPI,upi-apps,2024,Jul,,,,en
934,36,Union Bank Apps,1.28,530.92,-,-,-,-,-,-,1.28,530.92,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.812Z,,,,UPI,upi-apps,2024,Jul,,,,en
935,37,Omnicard #,1.20,54.57,-,-,-,-,-,-,1.20,54.57,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.893Z,,,,UPI,upi-apps,2024,Jul,,,,en
936,38,Bank of Baroda Apps,1.07,477.60,-,-,-,0.39,-,-,1.07,477.99,2025-01-06T19:34:53.002Z,2025-04-29T10:58:37.976Z,,,,UPI,upi-apps,2024,Jul,,,,en
937,39,Jammu and Kashmir Bank Apps,0.87,111.92,-,-,-,-,-,-,0.87,111.92,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.056Z,,,,UPI,upi-apps,2024,Jul,,,,en
938,40,Central Bank of India Apps,0.83,180.98,-,-,-,-,-,-,0.83,180.98,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.136Z,,,,UPI,upi-apps,2024,Jul,,,,en
939,41,AU Small Finance Bank Apps,0.66,202.05,-,-,-,-,-,-,0.66,202.05,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.217Z,,,,UPI,upi-apps,2024,Jul,,,,en
940,42,South Indian Bank Apps,0.56,159.32,-,-,-,-,-,-,0.56,159.32,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.297Z,,,,UPI,upi-apps,2024,Jul,,,,en
941,43,DBS Digibank Apps,0.52,205.42,-,-,-,0.61,-,-,0.53,206.03,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.379Z,,,,UPI,upi-apps,2024,Jul,,,,en
942,44,POP UPI,0.45,34.71,-,-,-,-,-,-,0.45,34.71,2025-01-06T19:34:53.002Z,2026-02-26T10:13:47.790Z,,,1.0,UPI,upi-apps,2024,Jul,,,,en
943,45,Fino Payments bank Apps,0.44,58.11,-,-,-,-,-,-,0.44,58.11,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.541Z,,,,UPI,upi-apps,2024,Jul,,,,en
944,46,HSBC Bank Apps,0.44,152.09,-,0.05,-,-,-,-,0.44,152.15,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.620Z,,,,UPI,upi-apps,2024,Jul,,,,en
945,47,IndusInd Bank Apps,0.37,99.64,-,-,0.01,1.48,-,-,0.38,101.12,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.702Z,,,,UPI,upi-apps,2024,Jul,,,,en
946,48,Shri Ram One #,0.30,35.64,-,-,-,-,-,-,0.30,35.64,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.786Z,,,,UPI,upi-apps,2024,Jul,,,,en
947,49,Digikhata #,0.26,83.11,-,-,-,-,-,-,0.26,83.11,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.866Z,,,,UPI,upi-apps,2024,Jul,,,,en
948,50,UCO Bank Apps,0.24,69.95,-,-,-,-,-,-,0.24,69.95,2025-01-06T19:34:53.002Z,2025-04-29T10:58:38.950Z,,,,UPI,upi-apps,2024,Jul,,,,en
949,51,Karnataka Bank Apps,0.19,39.14,-,-,-,-,-,-,0.19,39.14,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.030Z,,,,UPI,upi-apps,2024,Jul,,,,en
950,52,Standard Chartered Bank Apps,0.17,116.68,-,-,-,0.04,-,-,0.17,116.72,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.110Z,,,,UPI,upi-apps,2024,Jul,,,,en
951,53,TataNeu #,0.17,26.16,-,-,-,-,-,-,0.17,26.16,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.192Z,,,,UPI,upi-apps,2024,Jul,,,,en
952,54,Indian Overseas Bank Apps,0.15,45.13,-,-,-,-,-,-,0.15,45.13,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.273Z,,,,UPI,upi-apps,2024,Jul,,,,en
953,55,Kiwi,0.15,30.35,-,-,-,-,-,-,0.15,30.35,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.354Z,,,,UPI,upi-apps,2024,Jul,,,,en
954,56,Suryoday Bank Apps,0.13,0.03,-,-,-,-,-,-,0.13,0.03,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.434Z,,,,UPI,upi-apps,2024,Jul,,,,en
955,57,Dhani #,0.11,15.91,-,-,-,-,-,-,0.11,15.91,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.517Z,,,,UPI,upi-apps,2024,Jul,,,,en
956,58,Ultracash #,0.10,7.35,-,-,-,-,-,-,0.10,7.35,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.597Z,,,,UPI,upi-apps,2024,Jul,,,,en
957,59,Bank of India Apps,0.08,20.12,-,-,-,-,-,-,0.08,20.12,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.678Z,,,,UPI,upi-apps,2024,Jul,,,,en
958,60,Tamilnad Mercantile Bank Apps,0.08,24.19,-,-,-,-,-,-,0.08,24.19,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.758Z,,,,UPI,upi-apps,2024,Jul,,,,en
959,61,City Union Bank Apps,0.08,28.82,-,-,-,-,-,-,0.08,28.82,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.838Z,,,,UPI,upi-apps,2024,Jul,,,,en
960,62,IDBI Bank Apps,0.08,32.92,-,-,-,-,-,-,0.08,32.92,2025-01-06T19:34:53.002Z,2025-04-29T10:58:39.918Z,,,,UPI,upi-apps,2024,Jul,,,,en
961,63,Aditya Birla Capital Digital Limited,0.08,3.70,-,-,-,-,-,-,0.08,3.70,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.001Z,,,,UPI,upi-apps,2024,Jul,,,,en
962,64,NSDL Payments Bank Apps,0.07,10.63,-,-,-,-,-,-,0.07,10.63,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.082Z,,,,UPI,upi-apps,2024,Jul,,,,en
963,65,Citi Bank Apps,0.06,33.95,-,-,0.01,0.59,-,-,0.07,34.54,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.162Z,,,,UPI,upi-apps,2024,Jul,,,,en
964,66,Bank of Maharashtra Apps,0.06,13.25,-,-,-,0.02,-,-,0.06,13.27,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.243Z,,,,UPI,upi-apps,2024,Jul,,,,en
965,67,Niyo Global #,0.06,28.59,-,-,-,-,-,-,0.06,28.59,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.327Z,,,,UPI,upi-apps,2024,Jul,,,,en
966,68,Karur Vysya Bank Apps,0.06,20.69,-,-,-,-,-,-,0.06,20.69,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.407Z,,,,UPI,upi-apps,2024,Jul,,,,en
967,69,Rapi Pay #,0.04,5.95,-,-,-,-,-,-,0.04,5.95,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.491Z,,,,UPI,upi-apps,2024,Jul,,,,en
968,70,Equitas Small Finance Bank Apps,0.04,28.20,-,-,-,-,-,-,0.04,28.20,2025-01-06T19:34:53.002Z,2025-04-29T10:58:40.572Z,,,,UPI,upi-apps,2024,Jul,,,,en
